name,,n,clinical_phase,moa,target,disease_area,indication,drug_median_score,in_vitro,all_virus_mock_meta_GSE47960_SARS-BatSRBD_HAE_36_72,all_virus_mock_meta_GSE47960_SARS-dORF6_HAE_12_48,all_virus_mock_meta_GSE47960_SARS-dORF6_HAE_48_60,all_virus_mock_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_mock_meta_GSE68820_SARS_lung_wt_2_4,all_virus_mock_meta_GSE68820_SARS_lung_wt_2_7,all_virus_mock_meta_GSE68820_SARS_lung_wt_4_7,all_virus_mock_meta_GSE79218_MERS_MMVE001_0_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_12_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_36,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_48
ilomastat,,9,Phase 3,matrix metalloprotease inhibitor,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9,,,1376,FALSE,1472,940,1417,1376,1502,1028,1515,1447,979,1304,1223
carbamazepine,,28,Launched,carboxamide antiepileptic,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,neurology/psychiatry,seizures,1377,FALSE,1478,1068,532,1608,1379,1327,1377,1194,914,1391,1419
sb-205384,,4,Preclinical,GABA receptor modulator,GABRA3|GABRA5|GABRA6,,,1378,FALSE,1565,980,525,1488,1397,1329,1598,1062,1159,1385,1378
bu-239,,9,Preclinical,imidazoline receptor ligand|imidazoline receptor agonist,,,,1379,FALSE,1379,988,1389,1024,1046,803,1415,1405,1502,1479,1292
brinzolamide,,3,Launched,carbonic anhydrase inhibitor,CA1|CA12|CA14|CA2|CA4|CA5A|CA7,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,1380,FALSE,1662,1380,1358,1291,1191,1416,1148,1452,1537,1576,1229
flavoxate,,4,Launched,acetylcholine receptor antagonist,CHRM1|CHRM2,urology,urinary incontinence|interstitial cystitis (IC)|urethritis|prostatitis,1380,FALSE,1619,1297,1371,1380,1121,1493,1184,1266,1600,1665,1474
propofol,,4,Launched,benzodiazepine receptor agonist,FAAH|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|SCN2A|SCN4A,neurology/psychiatry,anesthetic,1380,FALSE,1445,654,321,1529,1618,1524,1417,1380,693,877,1186
ethambutol,,3,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,tuberculosis,1382,FALSE,1347,1382,501,1526,1664,1522,1487,702,1026,881,1400
hydroxychloroquine,,3,Launched,antimalarial agent,TLR7|TLR9,infectious disease,malaria,1382,FALSE,1452,1665,651,1232,1688,1600,1382,528,558,1383,1061
clonidine,,24,Launched,adrenergic receptor agonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C,cardiology|neurology/psychiatry,hypertension|attention-deficit/hyperactivity disorder (ADHD),1383,FALSE,1382,1545,1147,1465,1305,1561,1592,1328,1383,1270,1476
arc-239,,5,Preclinical,adrenergic receptor antagonist,ADRA2A|ADRA2B|ADRA2C,,,1384,FALSE,1284,1697,1236,1212,859,1434,1093,1384,1609,1591,1667
cimetidine,,12,Launched,histamine receptor antagonist,HRH2|SLC29A4|SLC47A1|SLC47A2,gastroenterology|hematologic malignancy|endocrinology,duodenal ulcer disease|peptic ulcer disease (PUD)|gastroesophageal reflux disease (GERD)|aggressive systemic mastocytosis (ASM)|Zollinger-Ellison syndrome|endocrine adenoma,1386,FALSE,1221,1370,1058,1280,1487,1482,1468,1487,1386,1313,1405
gw-9662,,8,Preclinical,PPAR receptor antagonist,NCOA2|PPARG|RXRA,,,1386,FALSE,1324,1256,253,1386,1477,1651,1374,1616,1425,1657,1305
propoxycaine,,3,Launched,local anesthetic,,neurology/psychiatry,anesthetic,1386,FALSE,838,1718,1284,1532,1529,1260,1052,300,1525,1573,1386
3-methyl-gaba,,4,Preclinical,GABA aminotransferase activator,ABAT,,,1387,FALSE,1137,1061,1492,1387,1067,1182,597,1519,1563,1538,1434
l-368899,,9,Phase 1,oxytocin receptor antagonist,AVPR1A|AVPR2|OXTR,,,1388,FALSE,1408,1290,1505,1398,1281,1388,1277,1191,1515,1121,1416
maraviroc,,10,Launched,CC chemokine receptor antagonist,CCR5,infectious disease,human immunodeficiency virus (HIV-1),1388,FALSE,1332,1644,900,1505,1388,1391,1619,1348,1161,1340,1526
rs-23597-190,,29,Preclinical,serotonin receptor antagonist,HTR4,,,1388,FALSE,1048,1533,931,1507,1286,1473,1594,537,1177,1412,1388
y-26763,,3,Phase 1,potassium channel activator,KCNJ8,,,1389,FALSE,1489,593,1138,1668,1616,1389,1143,952,826,1410,1575
mefenamic-acid,,6,Launched,cyclooxygenase inhibitor,KCNQ1|PTGS1|PTGS2|TRPM3,endocrinology,primary dysmenorrhea (PD),1390,FALSE,1008,1091,1595,1416,1570,1306,1239,1050,1437,1390,1607
ym-298198,,10,Preclinical,glutamate receptor antagonist,GRM1,,,1390,FALSE,1307,1024,1483,1592,1331,1602,1149,1390,1435,1321,1608
dmab-anabaseine,,6,Preclinical,adrenergic receptor agonist,CHRNA7,,,1392,FALSE,952,858,1450,1392,1005,1414,1496,1628,1233,1145,1534
escitalopram,,4,Launched,selective serotonin reuptake inhibitor (SSRI),ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4,neurology/psychiatry,depression|generalized anxiety disorder (GAD),1393,FALSE,590,1652,432,1631,1393,1510,390,577,1393,1696,1660
gw-583340,,8,Preclinical,EGFR inhibitor,EGFR|ERBB2,,,1394,FALSE,1544,1394,1437,1438,1585,1142.5,1508,430,1102,1261,1356
pindolol,,11,Launched,adrenergic receptor antagonist,ADRB1|ADRB2|HTR1A|HTR1B|HTR2A|HTR2B,cardiology,hypertension,1394,FALSE,1294,1479,1394,1553,1402,1234,1350,1213,1307,1557,1549
terguride,,5,Launched,dopamine receptor agonist|serotonin receptor antagonist,ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C,,,1395,FALSE,1019,1494,1248,1321,1251,1536,1395,893,1520,1541,1548
tetroquinone,,2,Preclinical,,,,,1396,FALSE,1207,1634,1672,1625,1627,1655,1396,1337,1183,1284,1385
dmeob,,5,Preclinical,,GRM5,,,1397,FALSE,1506,1125,1397,1343,1412,1664,993,944,1561,1013,1569
mestranol,,10,Launched,estrogen receptor agonist,ESR1,endocrinology,contraceptive,1398,FALSE,1157,1099,1411,1360,1395,1395,1603,1634,1398,1522,1478
bisoprolol,,3,Launched,adrenergic receptor antagonist,ADRB1|ADRB2,cardiology,hypertension,1400,FALSE,387,1649,1400,1471,1339,1213,1693,1651,711,1491,1092
tadalafil,,9,Launched,phosphodiesterase inhibitor,PDE11A|PDE5A,cardiology,hypertension,1400,FALSE,1561,1300,1627,1201,1082,965,1400,1448,1480,1488,1329
cefadroxil,,2,Launched,bacterial cell wall synthesis inhibitor,SLC15A1|SLC15A2|SLC22A6|SLC22A8,infectious disease|otolaryngology,urinary tract infections|skin infections|tonsillitis|pharyngitis,1401,FALSE,945,1609,1016,1407,952,1068,1115,1401,1670,1678,1466
bemegride,,4,Launched,chemoreceptor agonist,GABRA1,critical care,poison antidote,1403,FALSE,1676,1066,1137,1494,1403,1637,1376,1396,1578,1565,1268
benzthiazide,,7,Launched,carbonic anhydrase inhibitor,CA1|CA12|CA2|CA4|CA9|SLC12A3,cardiology,hypertension|edema,1404,FALSE,970,1622,1033,1613,1091,1546,1604,1481,1301,1404,1232
ifenprodil,,2,Launched,adrenergic receptor antagonist|glutamate receptor antagonist,GRIN1|GRIN2B,,,1404,FALSE,1404,586,11,1455,1671,1709,1710,1653,1187,1152,1302
methapyrilene,,2,Withdrawn,histamine receptor antagonist,HRH1,,,1404,FALSE,1219,1253,1657,1538,1404,1087,809,1675,1656,1476,992
procainamide,,5,Launched,sodium channel blocker,DNMT1|SCN5A,cardiology,ventricular arrhythmias|ventricular tachycardia (VT),1404,FALSE,1536,1594,1199,1352,1266,1404,1516,1287,1465,1654,1119
cefoxitin,,4,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,respiratory tract infections|urinary tract infections|intra-abdominal infections|gynecologic infections|bacterial septicemia|bone and joint infections|skin infections,1405,FALSE,1673,1619,1638,1357,1285,1559,901,1595,1376,1405,1335
rifaximin,,2,Launched,RNA synthesis inhibitor,NR1I2,gastroenterology,diarrhea|irritable bowel syndrome|hepatic encephalopathy (HE),1405,FALSE,922,1715,23,1405,994,1229,1348,1683,1706,1706,1706
famotidine,,3,Launched,histamine receptor antagonist,HRH2,gastroenterology,heartburn,1407,FALSE,1410,535,137,1531,1643,1697,1045,1270,852,1439,1407
terazosin,,3,Launched,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|KCNH2|KCNH6|KCNH7,urology|cardiology,benign prostatic hyperplasia (BPH)|hypertension,1407,FALSE,1623,971,1175,1663,1407,1638,1366,1530,1114,1429,1327
gyki-52466,,6,Preclinical,glutamate receptor antagonist,GRIA1|GRIA2|GRIA3|GRIA4,,,1408,FALSE,1174,1508,1273,1497,1408,1647,1654,1119,1253,1311,1457
splitomycin,,9,Preclinical,SIRT inhibitor,SIRT1,,,1408,FALSE,1023,1589,1432,1230,1099,1408,826,1018,1427,1587,1421
tolcapone,,4,Withdrawn,catechol O methyltransferase inhibitor,COMT,,,1409,FALSE,1511,1694,1496,1467,1284,1330,781,518,1409,1193,1669
trimethobenzamide,,6,Launched,histamine receptor antagonist,DRD2,gastroenterology,vomiting|nausea|gastroenteritis,1409,FALSE,1116,1487,652,1490,1409,1531,687,325,1477,1431,1310
altretamine,,4,Launched,DNA synthesis inhibitor,,oncology,ovarian cancer,1413,FALSE,1061,1329,1489,1317,1654,1523,626,1413,1335,1441,1431
amthamine,,5,Preclinical,histamine receptor agonist,HRH2,,,1415,FALSE,785,1415,478,1099,596,1564,1384,1467,1666,1508,1518
nbqx,,5,Preclinical,glutamate receptor antagonist,GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIN1|GRIN2A|GRIN2B,,,1415,FALSE,1663,1069,1599,1648,1415,1300,1536,1079,1111,1107,1451
etilefrine,,5,Launched,adrenergic receptor agonist,ADRA1A|ADRB1,neurology/psychiatry|otolaryngology|endocrinology|pulmonary,headache|nasal congestion|fever|cough suppressant|common cold,1416,FALSE,1416,1567,1509,1449,1314,1480,1648,1028,1029,1237,1414
asiatic-acid,,5,Preclinical,apoptosis stimulant,PYGM,,,1417,FALSE,1480,1201,805,1298,1250,1585,1127,1695,1417,1593,1512
ibc-293,,2,Preclinical,hydroxycarboxylic acid receptor agonist,HCAR3,,,1417,FALSE,1675,1416,548,1647,1666,1620,1264,1417,298,1417,1473
immethridine,,3,Phase 1,histamine receptor agonist,HRH3,,,1420,FALSE,1634,1232,1420,1585,1651,1261,1715,1465,527,1401,1259
lidocaine,,6,Launched,histamine receptor agonist,EGFR|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,neurology/psychiatry|dermatology|hematology,itching|eczema|hemorrhage,1420,FALSE,1118,635,1705,1420,1662,1351,496,1339,1570,1561,1499
neurodazine,,10,Preclinical,neurogenesis of non-pluripotent C2C12 myoblast inducer,,,,1420,FALSE,1612,912,717,1417,1429,1186,1324,1619,1420,1494,1583
noscapine,,11,Launched,bradykinin receptor antagonist|tubulin polymerization inhibitor,SIGMAR1,pulmonary,cough suppressant,1420,FALSE,1521,1214,1490,1377,1448,1305,1559,1420,1156,1453,1163
levcromakalim,,3,Phase 3,potassium channel activator,KCNJ5,,,1421,FALSE,1694,1299,1478,1421,1660,1067,1676,1295,187,960,1433
tosufloxacin,,3,Launched,bacterial DNA gyrase inhibitor,,infectious disease,gram-negative bacterial infections,1422,FALSE,1337,1581,1655,1051,1595,1422,1555,1156,1424,942,788
methantheline,,3,Launched,acetylcholine receptor antagonist,CHRM1|HRH2,gastroenterology|neurology/psychiatry|urology,peptic ulcer disease (PUD)|irritable bowel syndrome|pancreatitis|dyskinesia|neurogenic bladder,1423,FALSE,1460,1557,1447,1423,1292,1340,783,567,1030,1428,1438
acetohydroxamic-acid,,4,Launched,urease inhibitor,MMP12,infectious disease,urinary tract infections,1425,FALSE,1606,1425,860,1256,1068,906,1354,1642,1589,1607,1659
hydroxyfasudil,,5,Preclinical,rho associated kinase inhibitor,PKIA|PRKACA|ROCK1,,,1427,FALSE,1654,792,1182,1427,1686,1483,873,1583,424,1393,1487
sr-27897,,7,Phase 2,CCK receptor antagonist,CCKAR,,,1427,FALSE,1136,1688,1427,1213,1132,1102,479,1620,1640,1509,1448
valaciclovir,,4,Launched,DNA polymerase inhibitor,,infectious disease,shingles|virus herpes simplex (HSV),1427,FALSE,927,1704,121,1368,770,1091,1663,1523,1583,1427,1588
desoxypeganine,,4,Phase 1,acetylcholinesterase inhibitor|monoamine oxidase inhibitor,ACHE,,,1428,FALSE,1685,1456,256,1651,1683,892,915,1403,1356,1600,1428
tcs-359,,4,Preclinical,FLT3 inhibitor,FLT3,,,1428,FALSE,1693,970,1550,1660,1632,1578,1237,1428,1203,917,1308
daphnetin,,2,Preclinical,protein kinase inhibitor,,,,1430,FALSE,1103,1632,1010,1430,1263,1195,255,1717,1720,1651,1717
sb-525334,,23,Preclinical,TGF beta receptor inhibitor,TGFBR1,,,1430,FALSE,1475,1590,1531,715,701,1031,945,1322,1529,1430,1545
aminoglutethimide,,4,Launched,glucocorticoid receptor antagonist,CYP11A1|CYP19A1,endocrinology|oncology,Cushing's syndrome|breast cancer,1433,FALSE,1251,1628,1581,1433,1661,1481,1263,729,1324,1485,669
resorcinol,,7,Launched,phosphodiesterase inhibitor,CA12|CA14|CA2|PTGS1,dermatology,acne vulgaris (AV)|eczema|psoriasis|seborrheic dermatitis,1434,FALSE,983,1440,573,1259,1309,1537,1576,1310,1618,1434,1676
quinapril,,3,Launched,angiotensin converting enzyme inhibitor,ACE,cardiology,hypertension|congestive heart failure|angioedema,1435,FALSE,1115,1283,1703,1486,1197,1542,824,1705,1584,1435,1248
perindopril,,7,Launched,angiotensin converting enzyme inhibitor,ACE,cardiology,hypertension|myocardial infarction|coronary artery disease (CAD),1437,FALSE,1610,870,666,1615,1343,1581,1323,1537,1310,1437,1437
ib-meca,,6,Phase 3,adenosine receptor agonist,ADORA1|ADORA2A|ADORA2B|ADORA3,,,1439,FALSE,1395,1439,363,1696,1608,1662,1478,431,657,1300,1645
cgp-12177,,3,Phase 1,adrenergic receptor agonist,ADRB1|ADRB2|ADRB3,,,1440,FALSE,1665,1639,1338,909,1038,1440,1711,1436,1037,1630,1506
fostamatinib,,69,Launched,SYK inhibitor,SYK,hematology,chronic immune thrombocytopenia (ITP),1440,FALSE,1440,987,254,1654,1675,1621,1561,167,483,1338,1505
rosmarinic-acid,,5,Launched,GABA transaminase inhibitor,MCL1|TYR,,,1440,FALSE,1621,1188,1440,1045,1044,1237,645,1482,1478,1650,1600
nimesulide,,4,Launched,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,rheumatology|obstetrics/gynecology,osteoarthritis|menstrual pain,1442,FALSE,1424,1442,380,1464,1271,1494,1230,1451,1550,1135,1542
entecavir,,5,Launched,DNA replication inhibitor|nucleoside reverse transcriptase inhibitor,,infectious disease,hepatitis B,1443,FALSE,591,1447,1687,787,721,1378,1486,1677,1651,1421,1443
domperidone,,7,Launched,dopamine receptor antagonist,DRD2|DRD3,infectious disease,fescue toxicosis,1444,FALSE,996,1444,1385,1425,1445,1371,1593,1647,1683,1433,1580
calpeptin,,38,Preclinical,calpain inhibitor,,,,1449,FALSE,1664,1197,336,1701,1702,1636,1449,92,801,1268,1639
flucloxacillin,,7,Launched,bacterial cell wall synthesis inhibitor,,infectious disease|otolaryngology|dermatology|gastroenterology,gram-positive bacterial infections|tonsillitis|sinusitis|pneumonia|eczema|endocarditis|meningitis|enteritis|bacterial septicemia,1449,FALSE,1401,1449,1477,917,1203,639,1371,1460,1542,1550,1484
pit,,5,Preclinical,purinergic receptor antagonist,P2RY1,,,1449,FALSE,1490,780,520,1119,1355,1064,1570,1692,1639,1449,1479
lorazepam,,5,Launched,benzodiazepine receptor agonist,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|TSPO,neurology/psychiatry,status epilepticus,1450,FALSE,1450,1623,1548,1627,1597,1010,1489,1440,1178,1315,1398
cilomilast,,6,Phase 3,phosphodiesterase inhibitor,PDE4A|PDE4B|PDE4D,,,1454,FALSE,1454,1678,1073,1472,1391,1157,1653,1492,1371,1373,1640
norepinephrine,,7,Launched,adrenergic receptor agonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|PAH|SLC18A1|SLC18A2,cardiology|allergy|neurology/psychiatry,hypertension|urticaria|headache|seasonal affective disorder,1454,FALSE,1291,1613,1454,1670,1647,1321,1242,1276,1272,1592,1682
cinchonine,,3,Preclinical,P glycoprotein inhibitor,CYP2D6,,,1455,FALSE,1406,1418,1106,1593,1516,1455,988,1356,1676,1717,1670
doxycycline,,5,Launched,metalloproteinase inhibitor,MMP8,dental,periodontitis,1456,FALSE,1615,1493,387,1604,1548,1503,1018,939,764,1227,1456
o-3m3fbs,,3,Preclinical,phospholipase activator,,,,1457,FALSE,1595,1525,781,1673,1584,1025,1389,1457,993,1544,1444
ro-15-4513,,3,Preclinical,,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB2|GABRG2,,,1460,FALSE,775,1048,1460,1145,1592,1688,1709,1676,1499,1365,1349
fk-866,,19,Phase 2,niacinamide phosphoribosyltransferase inhibitor,NAMPT,,,1461,FALSE,1438,1625,1322,1481,1297,1369,1510,1461,1514,1415,1618
monastrol,,2,Preclinical,kinesin inhibitor,KIF11,,,1461,FALSE,1633,1706,1340,1325,1358,1650,1461,1278,961,1715,1701
sb-334867,,4,Preclinical,orexin receptor antagonist,HCRTR1|HCRTR2,,,1461,FALSE,1695,493,255,1662,1565,1461,1146,543,883,1595,1699
minoxidil,,26,Launched,KATP activator|Kir6 channel (KATP) activator|vasodilator,ABCC9|KCNJ1|KCNJ10|KCNJ11|KCNJ8|PTGS1,endocrinology,androgenetic alopecia,1462,FALSE,1498,1247,1582,1462,1593,1320,1485,1525,1224,1443,1185
pergolide,,6,Withdrawn,dopamine receptor agonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C,,,1462,FALSE,1462,1478,1586,729,815,1073,1533,1120,1287,1606,1463
rs-67506,,4,Preclinical,serotonin receptor partial agonist,HTR4,,,1463,FALSE,1091,1712,276,1515,1106,1705,1686,1416,1463,1667,1453
vx-222,,7,Phase 2,HCV inhibitor,,,,1463,FALSE,1463,1566,1676,1440,1097,1061,1578,1535,1634,1447,1454
vecuronium,,11,Launched,acetylcholine receptor antagonist,CHRNA2,neurology/psychiatry,muscle relaxant,1464,FALSE,1492,1050,1401,1546,1506,1479,1419,1381,1077,1464,1509
ebpc,,5,Preclinical,aldose reductase inhibitor,AKR1B1,,,1466,FALSE,1466,1212,231,1579,1605,1496,1437,1538,1216,1294,1470
as-604850,,6,Preclinical,PI3K inhibitor,PIK3CA|PIK3CG,,,1467,FALSE,1467,1364,926,1622,1587,1337,1387,1437,1490,1547,1568
melperone,,8,Launched,dopamine receptor antagonist|serotonin receptor antagonist,DRD2|HTR2A,neurology/psychiatry,psychosis,1468,FALSE,1249,1663,1592,1468,1241,1403,1292,1354,1621,1632,1652
rs-102221,,3,Preclinical,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,,,1468,FALSE,1541,1611,1143,1629,1668,1466,1560,792,1173,1468,1461
bepridil,,3,Launched,calcium channel blocker,ATP1A1|CACNA1A|CACNA1H|CACNA2D2|CALM1|KCNQ1|KCNQ4|PDE1A|PDE1B|TNNC1,cardiology,angina pectoris,1469,FALSE,1292,1477,1469,1678,1689,1603,1032,1109,940,1555,1282
ornidazole,,4,Launched,antiprotozoal agent,,infectious disease,protozoan infection,1469,FALSE,1469,1000,987,1557,1515,1567,1517,1334,1062,1374,1586
terbutaline,,4,Launched,adrenergic receptor agonist,ADRB2,pulmonary,bronchospasm|bronchitis|emphysema,1469,FALSE,1477,1115,1601,1632,1522,1012,1586,1469,1085,1370,1413
midodrine,,4,Launched,adrenergic receptor agonist,ADRA1A|ADRA1B|ADRA1D,cardiology,hypotension,1470,FALSE,1537,1470,1121,977,745,1502,1340,1305,1617,1559,1688
brl-15572,,4,Preclinical,serotonin receptor antagonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR6,,,1471,FALSE,1412,1588,1090,1617,1264,1202,1471,1189,1630,1599,1657
batimastat,,13,Phase 3,matrix metalloprotease inhibitor,ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,,,1472,FALSE,1567,1085,1361,1362,1302,1382,1563,1549,1472,1670,1601
lamotrigine,,6,Launched,serotonin receptor antagonist|sodium channel blocker,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,neurology/psychiatry,epilepsy|bipolar disorder,1475,FALSE,1458,1640,1677,1452,1486,1639,1431,1455,1475,1486,1272
nifekalant,,2,Launched,potassium channel blocker,,cardiology,ventricular arrhythmias|ventricular tachycardia (VT),1475,FALSE,1653,1711,576,1475,1536,1677,1121,1118,1285,1176,1587
troleandomycin,,3,Launched,protein synthesis inhibitor,,infectious disease|pulmonary|otolaryngology,pneumonia|bronchitis|tonsillitis|sinusitis,1475,FALSE,1679,1372,1249.5,1403,1257,1411,1677,1674,1696,1475,1661
equilin,,9,Preclinical,estrogen receptor agonist,HSD17B1,,,1477,FALSE,1494,1010,1541,1381,1491,1477,1256,1556,1326,1452,1536
huperzine-a,,8,Phase 2,acetylcholinesterase inhibitor,ACHE,,,1481,FALSE,1583,1481,914,1544,1449,1557,863,1204,1338,1517,1658
zibotentan,,5,Phase 3,endothelin receptor antagonist,EDNRA,,,1481,FALSE,1398,1453,633,1122,1658,1553,1481,1327,1562,1627,1595
ioxaglic-acid,,6,Launched,radiopaque medium,,radiology,contrast agent,1482,FALSE,1581,700,1384,1435,1482,1506,1697,1333,1322,1513,1486
alpha-linolenic-acid,,9,Phase 3,omega 3 fatty acid stimulant,ELOVL4|FADS1|FADS2|FFAR1|FFAR4|PTGS2|SLC8A1|TRPV1,,,1483,FALSE,1434,1427,825,1586,1698,1560,1547,1600,588,1259,1483
pargyline,,4,Launched,monoamine oxidase inhibitor,MAOA|MAOB,cardiology,hypertension,1483,FALSE,1548,1563,1485,1463,1193,1123,1370,1232,1532,1483,1517
pnu-120596,,5,Preclinical,acetylcholine receptor agonist,CHRNA7,,,1483,FALSE,825,1659,1141,1480,1176,1520,1483,1312,1645,1536,1635
parecoxib,,3,Launched,cyclooxygenase inhibitor,LTF,neurology/psychiatry,pain relief,1486,FALSE,1678,1341,1558,1482,1591,885,1073,995,1486,1521,1689
benzbromarone,,12,Launched,chloride channel blocker,ABCC1,rheumatology,gout,1487,FALSE,1576,968,1426,1595,1691,1487,1204,1115,1251,1598,1585
octopamine,,3,Preclinical,trace amine associated receptor agonist,F10|TAAR1,,,1489,FALSE,917,1591,1506,1502,1300,1595,1511,1196,1489,1398,1052
bucladesine,,34,Launched,adenosine receptor agonist|cAMP stimulant,PRKACA,dermatology,skin ulcer,1490,FALSE,1582,1407,1115,1587,1665,1513,1474,1022,1028,1567,1490
metolazone,,6,Launched,carbonic anhydrase inhibitor,SLC12A3,cardiology,edema|hypertension,1490,FALSE,1613,1490,450,1601,1655,1231,1000,724,1331,1553,1540
etofylline,,2,Launched,adenosine receptor antagonist,ADORA1,pulmonary,asthma|bronchitis,1491,FALSE,293,1491,1659,1645,1535,1706,1651,1373,1318,1487,744
droperidol,,8,Launched,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,gastroenterology,nausea|vomiting,1492,FALSE,1473,1631,1501,1659,1602,1284,1492,1614,1439,1384,1328
fenbufen,,4,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,,,1492,FALSE,1372,1389,1544,1441,1521,1608,1388,1042,1492,1533,1521
gabazine,,4,Preclinical,GABA receptor antagonist,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRG2,,,1492,FALSE,790,1492,1048,1031,1216,1512,1575,991,1655,1711,1528
valproic-acid,,25,Launched,HDAC inhibitor,ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A,neurology/psychiatry,seizures,1493,FALSE,1468,1383,1066,1564,1504,1633,1583,1500,1273,1493,1485
cirazoline,,7,Preclinical,adrenergic receptor agonist,ADRA1A,,,1495,FALSE,1546,1432,1560,1397,1495,1507,1659,1418,1333,1558,1265
dopamine,,13,Launched,dopamine receptor agonist,DBH|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR7|SLC6A2|SLC6A3|SLC6A4,cardiology|neurology/psychiatry,ventricular arrhythmias|depression|headache|tremors,1495,FALSE,1271,1565,950,1522,1619,1579,1213,1429,1495,1484,1515
3-amino-benzamide,,21,Phase 2,PARP inhibitor,PARP1,,,1496,FALSE,1244,1673,1004,1550,1235,1571,1660,1527,1462,1496,1481
amiloride,,7,Launched,sodium channel blocker,AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,cardiology,hypertension|congestive heart failure,1497,FALSE,1515,1209,1260,1650,1500,1474,1501,1497,1426,1523,1261
mepyramine,,4,Launched,histamine receptor antagonist,HRH1,otolaryngology|obstetrics/gynecology,common cold|menstrual pain,1497,FALSE,1569,1473,1513,1262,1313,1497,1197,1533,1508,1620,1237
tipifarnib,,31,Phase 3,farnesyltransferase inhibitor,FNTA|FNTB,,,1498,FALSE,1373,1454,1261,1692,1628,1591,1426,1423,1498,1540,1584
salicin,,2,Phase 1,anti-inflammatory agent,,,,1499,FALSE,1290,1141,846,1499,1681,1710,1133,1171,1581,1528,1606
lupanine,,7,Phase 1,sodium channel blocker,INS,,,1500,FALSE,1107,1573,211,1591,1162,1521,1582,1107,1313,1639,1500
